doctor_name,speciality,area,latitude,longitude,fees,rating,contact,address,availability_text,availability_flag
Dr Rohan Mehta,psychiatry,krishna nagar,28.645918,77.293287,3000.0,4.3,+91-923974933,"Psychiatry Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sejal Jain,psychiatry,krishna nagar,28.625719,77.303762,700.0,4.6,+91-967685774,"Psychiatry Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Prerna Aggarwal,psychiatry,krishna nagar,28.626315,77.306082,3000.0,4.4,+91-998615481,"Psychiatry Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Yash Gupta,psychiatry,krishna nagar,28.645163,77.264426,3000.0,4.1,+91-940636083,"Psychiatry Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sunita Bansal,psychiatry,krishna nagar,28.655954,77.278695,2000.0,3.8,+91-902967493,"Psychiatry Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Neeraj Sood,psychiatry,krishna nagar,28.639084,77.263133,500.0,4.3,+91-993403978,"Psychiatry Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Harleen Kaur,psychiatry,krishna nagar,28.648316,77.286199,2000.0,4.5,+91-981779306,"Psychiatry Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sameer Khanna,psychiatry,krishna nagar,28.674161,77.262645,700.0,4.4,+91-977896301,"Psychiatry Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ritika Goel,psychiatry,krishna nagar,28.661305,77.307286,2000.0,4.1,+91-998424009,"Psychiatry Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Arvind Tandon,psychiatry,krishna nagar,28.666002,77.278361,2000.0,4.7,+91-922592429,"Psychiatry Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sonal Batra,psychiatry,krishna nagar,28.665569,77.30865,1200.0,4.0,+91-967747631,"Psychiatry Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Isha Malhotra,psychiatry,krishna nagar,28.652622,77.291273,500.0,4.4,+91-984142629,"Psychiatry Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ramesh Pillai,psychiatry,krishna nagar,28.662919,77.282882,500.0,4.2,+91-943774397,"Psychiatry Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Amit Saini,psychiatry,krishna nagar,28.671249,77.300063,500.0,4.5,+91-940915471,"Psychiatry Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Neeraj Gupta,psychiatry,rohini,28.720659,77.088725,900.0,4.3,+91-931504981,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rajat Sharma,psychiatry,rohini,28.701449,77.133451,2500.0,4.5,+91-995628990,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sunita Bhardwaj,psychiatry,rohini,28.704585,77.103586,1500.0,4.2,+91-959123489,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Asha Gupta,psychiatry,rohini,28.705856,77.103643,1500.0,4.1,+91-999543081,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Puneet Malhotra,psychiatry,rohini,28.74259,77.103761,1500.0,4.4,+91-921735537,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Deepa Nair,psychiatry,rohini,28.703393,77.12874,3000.0,4.6,+91-908298938,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Vikas Arora,psychiatry,rohini,28.715312,77.099651,900.0,4.1,+91-976957399,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sonal Kapoor,psychiatry,rohini,28.743787,77.123188,3000.0,4.0,+91-972381306,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Praveen Sethi,psychiatry,rohini,28.724808,77.089211,2500.0,3.9,+91-922456015,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ankita Verma,psychiatry,rohini,28.703191,77.113387,2500.0,4.8,+91-917805260,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Abhishek Singh,psychiatry,rohini,28.724509,77.110563,500.0,4.8,+91-979924317,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Madhuri Rao,psychiatry,rohini,28.731737,77.128763,2000.0,4.4,+91-996042102,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Kavya Iyer,psychiatry,rohini,28.722532,77.100098,2500.0,4.3,+91-962144296,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sachin Bansal,psychiatry,rohini,28.703031,77.125819,3000.0,4.1,+91-964182174,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Richa Gupta,psychiatry,rohini,28.703132,77.10089,1500.0,4.4,+91-977766605,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Harpreet Kaur,psychiatry,rohini,28.726707,77.115174,1200.0,4.7,+91-998285597,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Anil Verma,psychiatry,rohini,28.732112,77.091828,2000.0,4.0,+91-955164192,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Namita Shah,psychiatry,rohini,28.701521,77.108294,700.0,3.9,+91-901395234,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ishan Mehta,psychiatry,rohini,28.740121,77.093473,500.0,4.6,+91-989008461,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Meera Joshi,psychiatry,rohini,28.745071,77.103879,1500.0,4.8,+91-906953611,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rohit Bansal,psychiatry,rohini,28.722149,77.121568,500.0,4.5,+91-946182568,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Kiran Joshi,psychiatry,rohini,28.733937,77.122829,2000.0,4.1,+91-910844558,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Amit Jain,psychiatry,rohini,28.73245,77.098056,500.0,4.6,+91-974466928,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Monika Srivastava,psychiatry,rohini,28.739691,77.094092,900.0,3.9,+91-940624254,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sujata Goyal,psychiatry,rohini,28.712366,77.125557,500.0,4.5,+91-927156763,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ramesh Pillai,psychiatry,rohini,28.741762,77.117006,2500.0,3.8,+91-966773358,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Trisha Sen,psychiatry,rohini,28.736106,77.112014,500.0,4.0,+91-972579059,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Dilip Kumar,psychiatry,rohini,28.746698,77.104694,1200.0,4.0,+91-975102579,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ritu Mathur,psychiatry,rohini,28.72335,77.095262,1200.0,3.9,+91-970246234,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Yashika Malik,psychiatry,rohini,28.726806,77.101816,3000.0,4.8,+91-971548786,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Arvind Nanda,psychiatry,rohini,28.727076,77.115512,3000.0,4.1,+91-988535213,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Bhawna Kapoor,psychiatry,rohini,28.703163,77.102772,900.0,4.0,+91-964784641,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ritika Sehgal,psychiatry,rohini,28.73316,77.108614,700.0,4.0,+91-902886893,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Manoj Verma,psychiatry,rohini,28.72265,77.128499,1200.0,4.4,+91-909025902,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sunil Kapoor,psychiatry,rohini,28.726691,77.101643,900.0,4.1,+91-957537315,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Neha Bhatia,psychiatry,rohini,28.721937,77.100051,2000.0,4.2,+91-962854908,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Kushal Jain,psychiatry,rohini,28.713051,77.112708,2500.0,4.6,+91-941388582,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Seema Nanda,psychiatry,rohini,28.722953,77.086713,2000.0,4.0,+91-989997816,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Vivek Sharma,psychiatry,rohini,28.742276,77.12012,3000.0,4.5,+91-976775162,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Pallavi Gupta,psychiatry,rohini,28.731735,77.085147,1500.0,4.3,+91-958688536,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Alok Saxena,psychiatry,rohini,28.71755,77.133569,700.0,4.8,+91-978194663,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rachit Goel,psychiatry,rohini,28.735306,77.109592,1500.0,4.5,+91-991833451,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ira Malhotra,psychiatry,rohini,28.739513,77.091594,3000.0,4.9,+91-976751718,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Nikhil Suri,psychiatry,rohini,28.737055,77.08518,1200.0,4.5,+91-914477958,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Karan Ahuja,psychiatry,rohini,28.725939,77.092983,1200.0,4.1,+91-981689841,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Meenal Khanna,psychiatry,rohini,28.736746,77.095716,500.0,4.8,+91-982461482,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Gaurav Bansal,psychiatry,rohini,28.747259,77.08919,700.0,4.3,+91-940308781,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Pooja Arora,psychiatry,rohini,28.728342,77.128909,700.0,4.6,+91-954608326,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Siddhant Jain,psychiatry,rohini,28.734422,77.130039,2500.0,4.4,+91-927252161,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Charu Bhatia,psychiatry,rohini,28.707228,77.118113,1500.0,4.3,+91-943742466,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ananya Mishra,psychiatry,rohini,28.734247,77.087011,2000.0,4.9,+91-900079689,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rajat Arora,psychiatry,rohini,28.741758,77.131164,2500.0,4.3,+91-903656395,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Payal Verma,psychiatry,rohini,28.729517,77.094663,500.0,4.8,+91-920979966,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Mohit Jain,psychiatry,rohini,28.735458,77.086834,900.0,4.9,+91-943241921,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Tanvi Goyal,psychiatry,rohini,28.732034,77.118723,700.0,4.8,+91-953754609,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Saurav Kapur,psychiatry,rohini,28.721647,77.101426,1500.0,4.1,+91-933486623,"Psychiatry Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rajeev Khandelwal,psychiatry,shahdara,28.685838,77.29844,1500.0,4.4,+91-978499384,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Megha Sharma,psychiatry,shahdara,28.696204,77.294361,3000.0,4.6,+91-915023673,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Anil Sood,psychiatry,shahdara,28.684727,77.269286,3000.0,4.2,+91-996341891,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Pallavi Sharma,psychiatry,shahdara,28.671077,77.292449,700.0,3.9,+91-969657212,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ramesh Gupta,psychiatry,shahdara,28.677881,77.300589,1500.0,4.8,+91-985511623,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Nisha Agarwal,psychiatry,shahdara,28.703797,77.310127,900.0,3.9,+91-951776292,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Vimal Jain,psychiatry,shahdara,28.668647,77.297839,2000.0,4.3,+91-943331795,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ritu Verma,psychiatry,shahdara,28.686003,77.265638,2000.0,4.0,+91-956759025,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Gita Sharma,psychiatry,shahdara,28.707406,77.276778,500.0,4.2,+91-947399341,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Saurabh Kapoor,psychiatry,shahdara,28.679842,77.288137,1500.0,4.3,+91-961134949,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rekha Menon,psychiatry,shahdara,28.680431,77.306444,2500.0,4.0,+91-902314094,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Suneel Prasad,psychiatry,shahdara,28.669233,77.300928,700.0,3.9,+91-957218766,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Shweta Rani,psychiatry,shahdara,28.70882,77.267934,3000.0,3.8,+91-985075484,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Amitabh Singh,psychiatry,shahdara,28.701573,77.303294,500.0,4.7,+91-992826221,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Preeti Chopra,psychiatry,shahdara,28.666113,77.273072,2500.0,4.4,+91-931139711,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Kamal Verma,psychiatry,shahdara,28.675563,77.280903,1200.0,4.7,+91-998154297,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sunita Rao,psychiatry,shahdara,28.683162,77.270307,3000.0,4.9,+91-973011527,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Nandita Khanna,psychiatry,shahdara,28.703375,77.289628,500.0,4.5,+91-928912903,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ashok Kumar,psychiatry,shahdara,28.659704,77.313971,2500.0,3.8,+91-929874424,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sonia Bhatia,psychiatry,shahdara,28.6935,77.300972,1500.0,4.7,+91-986608385,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Karan Sehgal,psychiatry,shahdara,28.671838,77.286444,700.0,3.9,+91-979201415,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Deepika Anand,psychiatry,shahdara,28.667212,77.276456,1200.0,4.7,+91-973977691,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rohit Arora,psychiatry,shahdara,28.66137,77.28026,2000.0,4.3,+91-954925258,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Arpita Das,psychiatry,shahdara,28.700253,77.272601,900.0,4.9,+91-981835637,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Prakash Kumar,psychiatry,shahdara,28.66659,77.280106,2000.0,4.4,+91-996192847,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rajiv Bansal,psychiatry,shahdara,28.692049,77.288726,2000.0,4.4,+91-998391250,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Uma Sharma,psychiatry,shahdara,28.660482,77.285511,500.0,4.5,+91-926548925,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Mansi Jain,psychiatry,shahdara,28.661607,77.300383,700.0,4.1,+91-994092150,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Hardik Shah,psychiatry,shahdara,28.690869,77.313889,2000.0,4.6,+91-959621428,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Shyam Sundar,psychiatry,shahdara,28.680517,77.305342,500.0,4.6,+91-964333754,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Devika Mehra,psychiatry,shahdara,28.690253,77.310816,900.0,4.1,+91-999399788,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Nitin Sharma,psychiatry,shahdara,28.666579,77.302378,2000.0,4.1,+91-919283024,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Shilpa Kapoor,psychiatry,shahdara,28.666603,77.288749,700.0,4.5,+91-902564182,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Pradeep Malik,psychiatry,shahdara,28.670679,77.28142,900.0,4.6,+91-925773246,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Anju Luthra,psychiatry,shahdara,28.707453,77.283933,2500.0,4.5,+91-931778713,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Yogesh Nair,psychiatry,shahdara,28.690419,77.278364,700.0,4.2,+91-994681767,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Tarun Mehra,psychiatry,shahdara,28.679223,77.313186,1500.0,3.9,+91-992109647,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Richa Sood,psychiatry,shahdara,28.662871,77.290946,1500.0,4.7,+91-998053990,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Bhavna Kapoor,psychiatry,shahdara,28.660029,77.282363,700.0,4.4,+91-940273579,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Seema Reddy,psychiatry,shahdara,28.669397,77.290728,700.0,3.9,+91-901663873,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Vikas Saini,psychiatry,shahdara,28.702763,77.308362,2000.0,4.6,+91-958172155,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Amit Chhabra,psychiatry,shahdara,28.702797,77.272588,1500.0,4.2,+91-986343790,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Neha Jain,psychiatry,shahdara,28.660332,77.279617,2000.0,4.0,+91-934729892,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Pankaj Tiwari,psychiatry,shahdara,28.672614,77.271958,2000.0,4.8,+91-925708071,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Renu Arora,psychiatry,shahdara,28.708028,77.298525,3000.0,4.4,+91-963112172,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Alpesh Shah,psychiatry,shahdara,28.701368,77.307134,2000.0,4.4,+91-960518229,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sunaina Goyal,psychiatry,shahdara,28.699933,77.280273,1500.0,4.4,+91-920689292,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rakesh Malhotra,psychiatry,shahdara,28.665964,77.268034,500.0,4.1,+91-959366816,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
